,Indicador 17- Total elementos servicio,Indicador 6- Funcionamiento del COMUDE,Indicador 18- Oficinas municipales con instrumentos de gestiÃ³n,Indicador 20- Ingresos per capita,Indicador 24- EjecuciÃ³n plan operativo,3) Indice de Informacion a Ciudadania,ranking,Indicador 28- Acciones de Ordenamiento Territorial,Indicador 19- Independencia financiera,Indicador 7- Existencia de reglamento interno,Indicador 10- Presentacion informacion ejecucion presupuestaria anual,7) Indice de Gestion Estrategica,indice_gestion,Indicador 27- Presupuesto destinado a DEL_ Servicios PÃºblicos y GestiÃ³n Ambiental,Indicador 29- AnÃ¡lisis de riesgo en inversiÃ³n pÃºblica,8) Indice de Municipio Saludable,Indicador 4- Asistencia del Alcalde al total de reuniones del COMUDE,5) Indice de Gestion Administrativa,Indicador 13- Monto asignado Guatecompras como porcentaje de egresos (SOLO TRANSFERENCIAS DE CAPITAL),municipio,Indicador 22- InversiÃ³n con ingreso s propios,Indicador 15- Calidad y cobertura recolecciÃ³n de basura en el municipio,2) Indice de Participacion,Indicador 12- Porcentaje de informacion publica de oficio disponible,departamento,6) Indice de Gestion Financiera,Indicador 21- InversiÃ³n con transferencias,Indicador 25- Posicionamiento estratÃ©gico del Plan de Desarrollo,Indicador 23- Deuda en el total de ingresos,Indicador 5- Representacion territorial del COMUDE,Indicador 1- Reuniones ordinarias del COMUDE,Indicador 16- GestiÃ³n de mercados y rastros,Indicador 2- Asistencia Concejales designados y concejal de salud (MSALUDABLE),Indicador 3- RepresentaciÃ³n de grupos de mujeres_ jÃ³venes e indÃ­genas,1) Indice de Gestion 2012,Indicador 14- Calidad y cobertura de agua en el municipio,Indicador 11- InformaciÃ³n disponible medios diversos,Indicador 8- Total temas tratados,Indicador 9- Numero de rendiciones de cuentas trimestrales en el aÃ±o y foco en resultados,Indicador 26- Proyectos plan de desarrollo municipal,4) Indice de Servicios
305,3,0,0.4,114.7277,0.6875,0.4186,238,0,0.0497,0,0,0.371,0.2899,0.105,1,0.0916,0,0.4143,0.3929,Santo Domingo Xenacoj,0.0114,0.25,0,0.7,Sacatepequez,0.3325,0.4759,0.2126,1,0,0,0.125,0,0,0.2899,0.1,1,0,0,0,0.2032
306,2,0,0.25,160.3258,1,0.4075,186,0,0.2313,0,0,0.4498,0.3367,0.2363,1,0.2711,1,0.2679,0.5877,Santiago Sacatepequez,0.0976,0.25,0.1935,0.45,Sacatepequez,0.2986,0.2457,0.1756,0.7344,0.5,2,0.375,0,0,0.3367,0.4495,1,3,0,0,0.403
307,0,0.3333,0.25,224.7827,0.7931,0.3718,218,0,0.139,0,0,0.3744,0.3071,0.1517,1,0.2589,0.8889,0.125,0.2589,San Bartolome Millpas Altas,0.0102,0,0.3234,0.6,Sacatepequez,0.3279,0.2999,0.071,1,0,8,0.25,0,0,0.3071,0.7112,1,2,0,0,0.3203
308,3,0,0.75,681.3522,0.6061,0.59,62,0,0.3445,0,0,0.3196,0.4691,0.0425,1,0.3267,1,0.5893,1,San Lucas Sacatepequez,0.0138,0.25,0.4431,0.95,Sacatepequez,0.406,0.2356,0.0871,0.929,0.6556,5,0.5,0.7667,0.6667,0.4691,0.5156,1,5,0,0,0.4667
309,3,0.1,0.3,305.9195,1,0.413,210,0,0.197,0,0,0.3707,0.3174,0,1,0.1727,1,0.3643,0.5148,Santa Lucia Milpas Altas,0.0568,0,0.276,0.55,Sacatepequez,0.3139,0.1227,0.0218,0.9504,0.4929,5,0,0,0,0.3174,0.5,1,2,0,0,0.1666
310,2,0.1,0.25,48.6565,0.4375,0.3275,216,0,0.0246,0,0,0.3682,0.3121,0.3194,1,0.3084,0.8889,0.2679,0.2874,Magdalena Milpas Altas,0.0061,0,0.4416,0.35,Sacatepequez,0.3339,0.5516,0.1954,1,0.6347,9,0,0,0,0.3121,0.4,1,7,0,0,0.1333
311,0,0,0,88.2263,0.2,0.0589,334,0,0.1142,0,0,0.2272,0.0658,0.018,1,0.0027,0,0,0.2944,Santa Maria de Jesus,0,0,0,0,Sacatepequez,0.109,0.0344,0.018,0.3194,0,0,0,0,0,0.0658,0,0,0,0,0,0
312,3,0,0.25,158.7905,1,0.4791,249,0,0.2738,0,0,0.3698,0.2791,0.0091,1,0.0432,0,0.3393,0.3955,Ciudad Vieja,0.0399,0,0,1,Sacatepequez,0.3746,0.3692,0.0064,1,0,0,0,0,0,0.2791,0.3351,1,0,0,0,0.1117
313,1,0,0.3,244.4569,0.8276,0.3399,194,0,0.1416,0,0,0.4404,0.3304,0.1244,1,0.2836,1,0.2214,0.5993,San Miguel Dueñas,0.1278,0,0.3733,0.1,Sacatepequez,0.3244,0.1418,0.2369,1,0.74,5,0.25,1,0,0.3304,0.6,1,4,0,0.1915,0.2833
314,1,0,0.75,183.0644,0,0.2,300,0,0.2941,0,0,0.2182,0.2241,0.1577,1,0.0731,0,0.4464,0,Alotenango,0.2061,0.125,0,0,Sacatepequez,0.3468,0.1317,0.005,0.8828,0,0,0,0,0,0.2241,0.2071,1,0,0,0,0.1331
315,0,0,0,379.5602,0.6154,0.0995,325,0,0.1438,0,0,0.3213,0.1313,0.0035,1,0.0005,0,0,0.4975,San Antonio Aguas Calientes,0.0083,0,0,0,Sacatepequez,0.3672,0.3871,0.133,1,0,0,0,0,0,0.1313,0,0,0,0,0,0
316,3,0.1,0.25,180.931,0.6923,0.4291,229,0,0.0465,0,0,0.3414,0.2953,0.0971,1,0.2612,1,0.3393,0.4954,Santa Catarina Barahona,0,0.25,0.3145,0.65,Sacatepequez,0.2194,0.3211,0.0555,0.5787,0.55,4,0,0.3214,0.3333,0.2953,0,1,2,0,0,0.1282
401,6,0.5889,0.65,124.2534,0,0.6843,103,0,0.3744,0,1,0.3201,0.4139,0.6345,1,0.3674,1,0.7536,0.505,Chimaltenango,0.0126,0.25,0.2469,0.75,Chimaltenango,0.3385,0.1483,0,1,0.4868,2,0,0,0,0.4139,0.0358,1,5,0.1667,0,0.1401
402,4,0,0.525,30.01,0,0.687,130,0,0.0482,0,1,0.2791,0.3844,0.0838,1,0.1277,1,0.5482,0.5186,San Jose Poaquil,0,0.2587,0.1124,0.75,Chimaltenango,0.3719,0.7138,0.4237,1,0.1316,1,0.125,0,0,0.3844,0.4,1,1,0.1667,0,0.3076
403,4,0.5889,0.275,64.58,1,0.7187,40,0,0.1617,0,1,0.6842,0.4977,0.1915,1,0.3814,0.8889,0.4232,0.46,San Martin Jilotepeque,0.1625,0.125,0.6345,0.8,Chimaltenango,0.3864,0.4976,0.7534,0.9585,0.7667,8,0.125,0,1,0.4977,0.1,1,13,0.3333,0.7534,0.1391
404,0,0.6333,0.575,37.7771,0.875,0.6668,141,0,0.0915,0,1,0.416,0.3747,0.3205,1,0.2197,0,0.2875,0.3674,Comalapa,0.0092,0,0.5576,0.8,Chimaltenango,0.2693,0.3281,0,0.8471,0.49,9,0.125,0,1,0.3747,0.0286,1,10,0.1667,0.0171,0.0512
405,4,0.2,0.175,111.1837,1,0.4538,50,0,0.1243,1,1,0.625,0.4868,0.2347,1,0.4595,0,0.3732,0.2691,Santa Apolonia,0,0.65,0.2625,0,Chimaltenango,0.4061,0.731,0.727,1.0113,0,0,1,0,1,0.4868,0.4,1,0,0,0.4063,0.8
406,6,0.6333,0.6,31.8241,1,0.4898,26,0,0.1135,1,1,0.521,0.5146,0.2416,1,0.3965,0.1667,0.7286,0.3655,Tecpan,0.0228,0,0.6612,0.55,Chimaltenango,0.3762,0.6375,0.2789,1,0.5219,12,0.8333,0.3542,0,0.5146,0.1,0,8,0.5333,0.2789,0.3111
407,6,0.7365,0.425,46.2137,0.98,0.8286,20,0,0.1132,0,1,0.4679,0.5272,0.2042,1,0.5394,0.75,0.6411,0.5597,Patzun,0.014,0,0.5128,0.75,Chimaltenango,0.3544,0.5415,0.2042,1,0.5625,7,0.875,0,0.3333,0.5272,0.2,1,14,0.8333,0.1277,0.3583
408,1,0,0.25,50.5586,0.5333,0.7003,195,0,0.0436,0,1,0.442,0.3284,0.1405,1,0.1312,0,0.1964,0.5516,Pochuta,0.0207,0.25,0,0.95,Chimaltenango,0.3368,0.5273,0.3562,1,0,0,0,0,0,0.3284,0.5,1,0,0,0.3562,0.2948
409,4,0,0.2,15.6079,0,0.5543,253,0,0.0342,0,1,0.2727,0.2739,0.2752,1,0.0882,0,0.3857,0.2217,Patzicia,0.0053,0.125,0,0.55,Chimaltenango,0.3034,0.539,0.164,0.8701,0,0,0,0,0,0.2739,0.1894,1,0,0,0,0.1272
410,0,0,0.25,37.7031,0,0.4466,305,0,0.0242,0,0,0.2712,0.2158,0.2597,1,0.0906,0,0.125,0.4828,Santa Cruz Balanya,0,0.25,0,0.75,Chimaltenango,0.3125,0.4687,0.1738,1,0,0,0,0,0,0.2158,0.0345,1,0,0,0,0.1397
411,4,0.2,1,28.1118,0.7778,0.4836,27,0,0.0494,1,1,0.49,0.5145,0.3375,1,0.425,0,0.7857,0.4181,Acatenango,0.0618,0.4,0.2625,0,Chimaltenango,0.3971,0.7596,0.3375,1,0,0,1,0,1,0.5145,0.3882,1,0,0,0.1608,0.6678
412,3,0,0.425,135.1045,1,0.562,105,0,0.2047,0,1,0.4447,0.4125,0.0309,1,0.2533,0,0.4268,0.8099,Yepocapa,0.0136,0.4,0,0,Chimaltenango,0.3784,0.5022,0.2351,1,0,0,0.875,0,0,0.4125,0.5,1,0,0,0.1542,0.6634
413,4,0,0.35,27.2988,1,0.7206,76,0,0.0546,0,1,0.456,0.4469,0.2488,1,0.426,0,0.4607,0.4031,San Andres Iztapa,0.0011,0.4,0,0.2,Chimaltenango,0.3392,0.5604,0.1945,1,0,0,1,0,0,0.4469,0.5,1,0,1,0,0.7051
414,3,0.6889,0.525,29.2124,1,0.708,6,0,0.0291,1,1,0.5135,0.5756,0.1749,1,0.7402,0.8,0.4768,0.2399,Parramos,0.0184,0.4,0.714,0.3,Chimaltenango,0.3484,0.6092,0.4031,1,1,5,1,1,1,0.5756,0.464,1,8,1,0.192,0.6931
415,3,0.2667,0.675,64.4597,1,0.6086,135,0,0.1114,0,1,0.4067,0.3811,0.0368,1,0.11,1,0.5518,0.2764,Zaragoza,0,0,0.3392,0.6,Chimaltenango,0.3138,0.3696,0.0876,0.9958,0.4393,5,0,0.0667,0,0.3811,0.2,1,8,0.1667,0.0876,0.0666
416,7,0.1,0.575,126.3326,0.7692,0.6528,89,0,0.1569,0,1,0.3966,0.4282,0.1206,1,0.1912,0,0.7875,0.3142,El Tejar,0.109,0.4474,0.0908,0.95,Chimaltenango,0.3455,0.3064,0.0341,1,0.5968,1,0,0,0,0.4282,0.2,1,0,0,0.2183,0.2961
501,0,0.3667,0.25,193.3841,0.7,0.3476,183,0.25,0.4576,1,0,0.3646,0.3388,0.0733,1,0.2307,0.3333,0.125,0.4881,Escuintla,0.1001,0,0.6989,0.25,Escuintla,0.38,0.112,0.0074,1,1,9,0.25,0,0.5,0.3388,0.1,1,13,0,0.0816,0.1167
502,4,0.1,0.25,196.7923,0,0.1618,288,0.75,0.3951,0,0,0.2458,0.234,0,1,0.1094,0,0.4107,0.6092,Santa Lucia Cotzumalguapa,0.3307,0,0.0063,0.2,Escuintla,0.4542,0.2656,0,0.9918,0,0,0.375,0,0,0.234,0,0,0,0,0,0.125
503,2,0.2444,0.25,391.4041,0.8409,0.2732,200,0.25,0.2875,0,0,0.443,0.3256,0.0763,1,0.4258,1,0.2679,0.0661,La Democracia,0.0585,0,0.3017,0.3,Escuintla,0.411,0.3684,0.3722,1,0.5,4,0.25,0,0,0.3256,0.5213,1,7,0,0,0.257
504,3,0.2,0.25,274.4587,1,0.2356,169,0.25,0.2241,0,0,0.5399,0.3502,0.0525,1,0.2799,1,0.3393,0.3781,Siquinala,0.0677,0,0.3981,0.8,Escuintla,0.4381,0.6132,0.541,1,0.605,4,0.25,1,0,0.3502,0.2,0,10,0,0.2284,0.15
505,1,0.3909,0.25,378.6699,0.5849,0.42,171,0,0.3684,0,0,0.419,0.349,0.1178,1,0.2954,1,0.1964,1,Masagua,0.1433,0,0.4489,0.1,Escuintla,0.3679,0.3649,0.5621,0.5926,0.5,11,0.25,0,0,0.349,0.4747,1,0,0,0,0.2415
506,2,0.1,0.25,112.2141,0.7143,0.23,240,0.25,0.2268,0,0,0.3841,0.2891,0.0467,1,0.2785,0.6667,0.2679,0,Tiquisate,0.0726,0,0.2235,0.15,Escuintla,0.2838,0.2249,0.203,0.7492,0.5,2,0.5,0,0,0.2891,0.5371,1,8,0,0.009,0.3456
507,3,0.7333,0.5,489.133,0.8095,0.367,33,0.25,0.399,1,0,0.4661,0.5039,0.1263,1,0.4721,1,0.4643,0.3348,La Gomera,0.7147,0,0.8524,0.5,Escuintla,0.5731,0.2066,0.4705,1,0.5,10,0.375,1,1,0.5039,0.5263,1,11,0,0,0.3004
508,2,0.1,0.75,118.9013,0.8947,0.0645,252,0,0.1106,0,0,0.4114,0.2747,0.0844,1,0.2806,0.7143,0.5179,0.3224,Guanagazapa,0.0001,0,0.3519,0,Escuintla,0.2693,0.2706,0.25,0.8493,0.5,7,0,0,0,0.2747,0.1,0,6,0,0,0.0333
509,4,0.6037,0.5,589.2382,0.9333,0.8933,3,0,0.5303,1,1,0.6129,0.6224,0.1136,1,0.556,0.7778,0.5357,1,San Jose,0.1635,0.4284,0.6734,0.8,Escuintla,0.4211,0.2157,0.8036,0.6777,0.5556,9,0.375,0.5778,0,0.6224,0.7603,1,13,0.6667,0.4727,0.5981
510,5,0.7333,0.25,1183.2608,1,0.59,78,0,0.3224,0,0,0.5934,0.4436,0.1306,1,0.3758,1,0.4821,1,Iztapa,0.2454,0.25,0.3536,0.95,Escuintla,0.4646,0.3362,0.4941,0.54,0.3621,2,0,0.75,0,0.4436,0.15,1,12,0,0.5889,0.1782
511,7,0,0.25,218.8221,0,0.347,224,0.25,0.3678,0,0,0.3853,0.3032,0.4805,1,0.0706,0,0.625,0.5349,Palin,0.2471,0,0,0.2,Escuintla,0.4616,0.4,0.423,1,0,0,0,0,0,0.3032,0,1,0,0,0,0
512,3,0,0.25,265.9805,0.6757,0.0361,308,0.25,0.1999,0,0,0.4343,0.2106,0.1141,1,0.0293,1,0.3393,0.1806,San Vicente Pacaya,0.0093,0,0.0911,0,Escuintla,0.3295,0.2198,0.3889,1,0,1,0,0,0,0.2106,0.1,0,0,0,0.0564,0.0333
513,2,0.1,0.3,62.4245,1,0.1468,269,0.25,0.1381,0,0,0.4676,0.2579,0.0589,1,0.2626,1,0.2929,0.534,Nueva Concepcion,0.1702,0,0.1827,0.2,Escuintla,0.3406,0.4271,0.3089,0.8268,0.3184,2,0.25,0,0,0.2579,0.1,0,3,0,0.0588,0.1167
601,5,0.1889,0.25,151.7968,0.6981,0.3071,221,0,0.2169,0,0,0.3519,0.3065,0.0592,1,0.1553,1,0.4821,0.5355,Cuilapa,0.0793,0.0265,0.1766,0,Santa Rosa,0.3575,0.548,0.0942,0.7372,0.5,1,0.25,0,0,0.3065,0.2,1,3,0,0.0578,0.1636
602,6,0.1,0.25,235.461,0.0833,0.6821,54,0,0.2882,0,1,0.3319,0.4764,0.1965,1,0.412,0.6667,0.5536,0.2438,Barberena,0.497,0.3107,0.2741,0.8,Santa Rosa,0.5256,0.559,0.435,0.9232,0.5,2,0.25,0.6667,0.5,0.4764,0.746,1,2,0.3667,0.0609,0.4913
603,5,0.0444,0.675,85.21,1,0.4444,99,0,0.0855,0,1,0.5751,0.4179,0.0702,1,0.1756,1,0.6946,0.4719,Santa Rosa de Lima,0.0755,0.0184,0.3279,0.75,Santa Rosa,0.3883,0.708,1,0.9174,0.016,6,0,1,0,0.4179,0.2033,0,3,0,0.0544,0.0772
604,3,0.2,0.275,79.5002,0.6667,0.4405,129,0,0.088,0,0,0.4476,0.3848,0.0723,1,0.4427,1,0.3518,0.3692,Casillas,0.0511,0.25,0.3722,0.5,Santa Rosa,0.3023,0.6916,0.584,0.5314,0.5,5,0.125,1,0,0.3848,0.6743,1,5,0.3333,0.1058,0.3945
605,2,0.1,0.425,121.9726,1,0.4864,148,0,0.1227,0,1,0.4352,0.3626,0.1939,1,0.3321,0.75,0.3554,0.6821,San Rafael Las Flores,0.5763,0,0.2512,0.75,Santa Rosa,0.4587,0.519,0.1165,0.8028,0.125,3,0,0.75,0,0.3626,0.5655,0,6,0,0.0291,0.1884
606,4,0.3667,0.225,50.8493,0.2195,0.4565,162,0,0.0738,0,0,0.4319,0.3548,0.5748,1,0.3197,1,0.3982,0.5827,Oratorio,0.0732,0.1185,0.3528,0.7,Santa Rosa,0.3618,0.6277,0.4301,0.9124,0.5464,1,0,1,1,0.3548,0.2,1,0,0,0.0306,0.1274
607,3,0.1,0.175,13.4202,0.4118,0.3665,235,0,0.0124,0,0,0.4439,0.2916,0.1216,1,0.0929,1,0.3018,0.8325,San Juan Tecuaco,0,0,0.2258,0,Santa Rosa,0.378,0.7888,0.3255,1,0.3977,2,0,0,0.5,0.2916,0.1,1,0,0,0.5413,0.0333
608,6,0.1333,0.25,124.0868,0.9091,0.4495,145,0,0.2421,0,1,0.4116,0.3656,0.0835,1,0.1038,1,0.5536,0.2474,Chiquimulilla,0.2696,0,0.2643,0,Santa Rosa,0.3008,0.4226,0.1539,0.3448,0.5,2,0.5417,0,0.5,0.3656,0.1,1,3,0,0.084,0.2139
609,3,0,0.5,99.9101,0,0.52,273,0,0.1399,0,1,0.1977,0.2564,0.0667,1,0.0598,0,0.4643,0,Taxisco,0.374,0,0,0.6,Santa Rosa,0.2233,0.3343,0,0.0618,0,0,0,0,0,0.2564,0.4,1,0,0,0,0.1333
610,3,0.1,0.5,32.4813,1,0.3686,184,0,0.0552,0,1,0.5751,0.3383,0.1166,1,0.3427,1,0.4643,0.1428,Santa Maria Ixhuatan,0,0.08,0.2961,0.7,Santa Rosa,0.1695,0.4995,1,0.2081,0.5,1,0,0.4286,0.5,0.3383,0.3456,0,7,0,0,0.1562
611,3,0,0.35,165.3564,1,0.4672,151,0,0.1434,0,0,0.5384,0.3616,0.2457,1,0.1142,1,0.3893,0.4862,Guazacapan,0,0,0.1996,0.85,Santa Rosa,0.3669,0.5142,0.5486,1,0.3947,1,0.125,1,0,0.3616,0.5,1,1,0,0.0995,0.2083
612,4,0.1444,1,82.4887,0.75,0.4214,73,0,0.0602,0,0,0.5341,0.4496,0.1514,1,0.3599,0.25,0.7857,0.5569,Santa Cruz Naranjo,0.0741,0.2584,0.2237,0.55,Santa Rosa,0.3629,0.7394,0.7128,0.7874,0.5,2,0.125,0.375,0.5,0.4496,0.5876,1,1,0,0.2726,0.37
613,2,0.0444,0.35,24.3358,1,0.2101,264,0,0.0485,0,0,0.4264,0.2638,0.0526,1,0.0577,1,0.3179,0.6006,Pueblo Nuevo Viñas,0.2751,0,0.2033,0.45,Santa Rosa,0.2917,0.2951,0.2094,0.7312,0.5,1,0,1,0,0.2638,0.4,0,0,0,0.0547,0.1333
614,5,0.6444,0.75,83.1799,1,0.6033,29,0,0.1199,0,0,0.6377,0.51,0.1598,1,0.5385,1,0.7321,1,Nueva Santa Rosa,0.0525,0,0.569,0.65,Santa Rosa,0.3263,0.602,1,0.7112,0.2114,8,0.375,1,0.6667,0.51,0.2,1,8,0.3667,0.2903,0.1916
701,0,0,0,63.8318,0,0.1578,327,0,0.2152,0,0,0.2061,0.1262,0.1559,0,0.0229,0,0,0.7889,Solola,0.0428,0,0,0,Solola,0.3931,0.5651,0.9406,1,0,0,0,0,0,0.1262,0,0,0,0,0,0
702,0,0.3222,0.25,143.0717,1,0.7374,55,0,0.0563,1,1,0.4968,0.4762,0.2986,0,0.2395,1,0.125,0.537,San Jose Chacaya,0.5493,0.45,0.6934,0.65,Solola,0.5406,0.8155,1,0.9831,0.9,11,0,0,0.3333,0.4762,0.1,1,5,0.5,0.3589,0.2641
703,1,0.3667,0.225,97.0753,1,0.6343,30,0,0.0205,1,1,0.7663,0.5078,0.1529,1,0.5163,1,0.1839,0.6881,Santa Maria Visitacion,0,0.2,0.898,0.65,Solola,0.3535,0.6235,1,1,1,11,0.125,0.7455,1,0.5078,0.2,0,12,0.8333,1,0.2109
704,1,0.3667,0.15,33.8448,1,0.3622,156,0.5,0.0538,0,1,0.5834,0.3578,0.0167,1,0.4384,0.6667,0.1464,0.5612,Santa Lucia Utatlan,0.002,0.2,0.4853,0.25,Solola,0.3921,0.7942,0.7348,1,0.8214,4,0.125,0.6667,1,0.3578,0.1,0,7,0,0.2003,0.1776
705,4,0.1,0.225,20.3457,1,0.5027,139,0,0.0523,0,0,0.7583,0.3754,0.2722,1,0.2275,0.75,0.3982,0.7136,Nahuala,0,0,0.2048,0.8,Solola,0.3885,0.8391,1,0.9442,0.2563,3,0,0.6667,0,0.3754,0,1,0,0,0.8163,0
706,1,0.1,0.9,20.1844,0.675,0.5537,140,0,0.0467,0,0,0.4597,0.375,0.0472,1,0.0978,1,0.5214,0.8686,Santa Catarina Ixtahuacan,0.0853,0.0665,0.2339,0.9,Solola,0.4052,0.7776,0.3925,1,0.4841,2,0.125,1,0,0.375,0,1,0,0,0.3845,0.0758
707,2,0.3333,0.675,111.549,0.8163,0.6471,71,0,0.0639,0,1,0.6317,0.4507,0.4473,1,0.3625,1,0.4804,0.6024,Santa Clara La Laguna,0.0826,0.125,0.4576,0.3,Solola,0.423,0.791,0.5517,1,1,2,0,1,1,0.4507,0.0003,1,4,0.3333,0.5517,0.0642
708,6,0.3667,0.725,54.6628,0.8554,0.3327,19,0,0.0346,1,0,0.6739,0.5276,0.1268,1,0.394,1,0.7911,0.3804,Concepcion,0.5635,0.2,0.6074,0.95,Solola,0.532,0.819,0.6712,1,1,3,0,0.7143,0.6667,0.5276,0.3775,0,10,0.3333,1,0.2284
709,2,1,0.65,69.457,0.8,0.6928,36,0,0.0721,1,1,0.5858,0.5031,0.0112,1,0.4508,1,0.4679,0.5639,San Andres Semetabaj,0.0777,0.2,0.6199,0.9,Solola,0.3636,0.5443,0.8962,1,0.8704,3,0.125,0.3333,0.6667,0.5031,0.4333,0,11,1,0.4859,0.2886
710,4,0.4444,0.9,212.1264,0.1111,0.2872,66,0,0.1674,1,0,0.4027,0.4591,0.3766,1,0.1969,0.7692,0.7357,0.4862,Panajachel,0.1358,0.25,0.6505,0.95,Solola,0.3918,0.5789,0.5543,0.8281,0.8205,10,0.375,0,0.3333,0.4591,0.1,0,5,0,0.0883,0.2865
711,3,0.2133,0.2,81.8512,0.8421,0.6937,53,0,0.0383,1,1,0.7016,0.478,0.5169,1,0.3055,1,0.3143,0.3687,Santa Catarina Palopo,0.1913,0,0.6525,0.4,Solola,0.4392,0.7893,0.7902,1,1,10,0,0,0,0.478,0.2,1,8,0.7,0.5869,0.0666
712,3,0.3667,0.25,21.3882,0.8333,0.1775,161,0.5,0.023,1,0,0.7304,0.3552,0.0113,1,0.2072,0,0.3393,0.3377,San Antonio Palopo,0.0389,0.125,0.3537,0.55,Solola,0.3914,0.791,1,1,0.2581,0,0.125,0,0.6667,0.3552,0.1,0,11,0,0.9101,0.1391
713,1,0.3667,0.25,52.3961,0.7333,0.2223,108,0.5,0.0837,1,0,0.6044,0.4107,0.2514,1,0.5826,1,0.1964,0.395,San Lucas Toliman,0,0.3557,0.6072,0.35,Solola,0.3182,0.4222,1,1,0.8519,4,0.5,1,0.3333,0.4107,0.5,0,11,0.3667,0.0406,0.5157
714,2,0.2333,0.425,153.0607,0,0.282,187,0,0.0745,0,1,0.2942,0.3365,0.2186,1,0.3321,0.5,0.3554,0.4099,Santa Cruz La Laguna,0.0769,0.125,0.4224,0,Solola,0.4344,0.8143,0.3402,1,0.5764,7,0,0,0.3333,0.3365,0.5,0,9,0,0.0074,0.2307
715,2,0.2667,0.2,30.6081,1,0.4157,132,0,0.0232,0,1,0.5644,0.3831,0.0021,1,0.1964,1,0.2429,0.4787,San Pablo La Laguna,0.0092,0.1339,0.4774,0.6,Solola,0.3477,0.6216,1,1,1,3,0.125,0.5926,0.6667,0.3831,0.4197,0,11,0,0.0763,0.2502
716,2,0.6333,0.525,84.3034,0.8667,0.2067,57,0,0.0374,1,0,0.6451,0.4739,0,1,0.3214,0.75,0.4054,0.4667,San Marcos La Laguna,0.0036,0.2959,0.7888,0.4,Solola,0.3795,0.7254,1,1,1,9,0.125,0.5648,0.6667,0.4739,0.6734,0,12,0.1667,0.6518,0.4178
717,4,0.2074,0.35,253.5801,0,0.1348,255,0.5,0.1225,0,0,0.2426,0.2711,0.0818,1,0.12,1,0.4607,0.424,San Juan La Laguna,0.1288,0,0.3652,0.25,Solola,0.4232,0.6446,0,0.9495,0.075,4,0,0.5,0.6667,0.2711,0,0,6,0,0,0
718,4,0.9,0.8,133.8579,0.8636,0.6585,25,0.5,0.0825,1,1,0.6143,0.5198,0,1,0.1372,1,0.6857,0.8093,San Pedro La Laguna,0.029,0,0.644,0.85,Solola,0.4077,0.7487,1,1,0.5,5,0.125,0.9333,1,0.5198,0.2,0,3,0.6333,0.2599,0.1083
719,2,0.3921,0.3,80.2573,0.3913,0.62,79,0.25,0.08,1,1,0.535,0.4429,0.137,1,0.2344,1,0.2929,1,Santiago Atitlan,0,0.125,0.6125,0.6,Solola,0.3133,0.3885,1,1,0.6726,7,0.4583,0,0.6667,0.4429,0.2,0,6,0.5,0.252,0.2835
801,0,0,0,23.7647,1,0.2,312,0,0.0758,0,0,0.5549,0.1881,0.4235,1,0.0622,0,0,1,Totonicapan,0.3925,0,0,0,Totonicapan,0.3739,0.6179,0.2643,0.6065,0,0,0,0,0,0.1881,0,0,0,0,0.2643,0
802,2,0.2,0.325,40.4769,0.354,0.0978,267,0,0.0946,0,0,0.438,0.2606,0.1489,1,0.1906,0,0.3054,0.3392,San Cristobal Totonicapan,0.0011,0,0.2331,0.15,Totonicapan,0.3726,0.6603,0.6929,1,0.1034,3,0.25,0,1,0.2606,0.1,0,0,0,0.1672,0.1167
803,6,0.4111,0.5,62.7178,0.9038,0.5011,48,0,0.1238,1,0,0.2982,0.4871,0.0395,0,0.4197,1,0.6786,0.6391,San Francisco El Alto,0.0092,0.25,0.6628,0.7,Totonicapan,0.3904,0.6879,0.4298,1,0.5063,5,0.6667,1,1,0.4871,0.1239,1,8,0.1667,0.2464,0.3917
804,2,0.5111,0.75,13.069,0.1667,0.7133,59,0,0.0339,0,0,0.602,0.4703,0.0995,1,0.4213,0.5,0.5179,1,San Andres Xecul,0,0.2,0.3612,0.9,Totonicapan,0.3916,0.8273,1,1,0.1667,3,0.25,0,1,0.4703,0.15,1,8,0.6667,1,0.2359
805,4,0.5889,1,13.4825,1,0.6326,45,0,0.053,0,1,0.313,0.4917,0.3142,0,0.3911,1,0.7857,0.5128,Momostenango,0,0,0.7236,0.65,Totonicapan,0.3785,0.7477,0.1691,1,1,10,0.25,1,0.6667,0.4917,0.1,1,11,0,0.1691,0.1167
806,2,0.3667,0.25,16.3933,1,0.4584,112,0,0.0456,0,1,0.4816,0.4059,0.0215,0,0.2939,0.8889,0.2679,0.8421,Santa Maria Chiquimula,0,0.2,0.6308,0.45,Totonicapan,0.3859,0.7872,1,1,0.86,8,0.125,0.8333,0.6667,0.4059,0.2,0,12,0,0.6018,0.2109
807,1,0.3667,0.15,12.691,1,0.3616,149,0,0.0261,0,1,0.6096,0.3623,0.0247,1,0.4395,0.6667,0.1464,0.5581,Santa Lucia La Reforma,0,0.2,0.4853,0.25,Totonicapan,0.3932,0.8432,1,1,0.8214,4,0.125,0.6667,1,0.3623,0.1,0,7,0,0.2958,0.1776
