,Indicador 17- Total elementos servicio,Indicador 6- Funcionamiento del COMUDE,Indicador 18- Oficinas municipales con instrumentos de gestiÃ³n,Indicador 20- Ingresos per capita,Indicador 24- EjecuciÃ³n plan operativo,3) Indice de Informacion a Ciudadania,ranking,Indicador 28- Acciones de Ordenamiento Territorial,Indicador 19- Independencia financiera,Indicador 7- Existencia de reglamento interno,Indicador 10- Presentacion informacion ejecucion presupuestaria anual,7) Indice de Gestion Estrategica,indice_gestion,Indicador 27- Presupuesto destinado a DEL_ Servicios PÃºblicos y GestiÃ³n Ambiental,Indicador 29- AnÃ¡lisis de riesgo en inversiÃ³n pÃºblica,8) Indice de Municipio Saludable,Indicador 4- Asistencia del Alcalde al total de reuniones del COMUDE,5) Indice de Gestion Administrativa,Indicador 13- Monto asignado Guatecompras como porcentaje de egresos (SOLO TRANSFERENCIAS DE CAPITAL),municipio,Indicador 22- InversiÃ³n con ingreso s propios,Indicador 15- Calidad y cobertura recolecciÃ³n de basura en el municipio,2) Indice de Participacion,Indicador 12- Porcentaje de informacion publica de oficio disponible,departamento,6) Indice de Gestion Financiera,Indicador 21- InversiÃ³n con transferencias,Indicador 25- Posicionamiento estratÃ©gico del Plan de Desarrollo,Indicador 23- Deuda en el total de ingresos,Indicador 5- Representacion territorial del COMUDE,Indicador 1- Reuniones ordinarias del COMUDE,Indicador 16- GestiÃ³n de mercados y rastros,Indicador 2- Asistencia Concejales designados y concejal de salud (MSALUDABLE),Indicador 3- RepresentaciÃ³n de grupos de mujeres_ jÃ³venes e indÃ­genas,1) Indice de Gestion 2012,Indicador 14- Calidad y cobertura de agua en el municipio,Indicador 11- InformaciÃ³n disponible medios diversos,Indicador 8- Total temas tratados,Indicador 9- Numero de rendiciones de cuentas trimestrales en el aÃ±o y foco en resultados,Indicador 26- Proyectos plan de desarrollo municipal,4) Indice de Servicios
808,4,0.5444,0.7,43.3244,1,0.6975,22,0,0.0521,0,1,0.5685,0.5247,0.2149,1,0.4037,0.8333,0.6357,0.9876,San Bartolo Aguas Calientes,0,0,0.6233,0.5,Totonicapan,0.373,0.7075,0.4243,1,0.84,10,0.25,0.8,0.3333,0.5247,0.5,1,9,0,0.4243,0.2499
901,2,0.4556,0.5,895.6515,0.5882,0.56,60,0.75,0.7067,0,0,0.4501,0.4698,0.1643,1,0.3215,0.5,0.3929,1,Quetzaltenango,0.068,0.125,0.439,0.8,Quetzaltenango,0.5018,0.0391,0.25,0.9975,0.1963,6,0.5417,0.1667,1,0.4698,0.6907,1,6,0,0.0827,0.4748
902,5,0.5333,0.25,364.4541,1,0.5876,82,0.75,0.255,0,1,0.5026,0.4372,0,1,0.1013,1,0.4821,0.438,Salcaja,0.0001,0,0.6422,0.5,Quetzaltenango,0.4085,0.4707,0.2802,1,0.5417,12,0,1,0,0.4372,0,1,10,0,0.1203,0
903,3,0.2222,0.225,51.7652,1,0.3775,155,0,0.111,0,1,0.4057,0.3588,0.1573,1,0.2766,0.6,0.3268,0.204,Olintepeque,0.0537,0.4,0.3855,0.35,Quetzaltenango,0.4106,0.7499,0.0279,1,0.175,6,0.125,0,0.6667,0.3588,0,0,7,0.3333,0,0.2468
904,5,0,0.35,32.737,0.3621,0.4149,223,0,0.0686,0,0,0.3269,0.3037,0.1557,1,0.0854,0,0.5321,0.4743,San Carlos Sija,0,0,0,0.6,Quetzaltenango,0.3815,0.7339,0.1191,1,0,0,0.5,0,0,0.3037,0,1,0,0,0.1191,0.1667
905,2,0,0.25,61.795,0.5833,0.3491,298,0,0.0261,0,0,0.3243,0.2249,0,1,0.0156,0,0.2679,0.2954,Sibilia,0.0889,0,0,0.45,Quetzaltenango,0.3668,0.6131,0.0927,0.9852,0,0,0.125,0,0,0.2249,0,1,0,0,0.0927,0.0417
906,4,0.1333,0.75,34.4636,0,0.709,127,0,0.0404,0,1,0.1833,0.3873,0,1,0.2485,1,0.6607,0.7283,Cabrican,0,0.125,0.2907,0.65,Quetzaltenango,0.3327,0.6713,0,0.8566,0.6667,3,0.25,0,0,0.3873,0,1,8,0.1667,0,0.1474
907,2,0,0.175,20.414,1,0.48,306,0,0.0223,0,0,0.2197,0.213,0.0788,0,0.0116,0,0.2304,1,Cajol,0.1832,0,0,0.4,Quetzaltenango,0.3477,0.4532,0.0529,0.9833,0,0,0,0,0,0.213,0,1,0,0,0.0529,0
908,1,0,0.375,10.6688,0.8837,0.1352,287,0,0.0098,0,0,0.6337,0.2349,0.2372,1,0.0349,0,0.2589,0.4758,San Miguel Siguila,0,0,0,0.2,Quetzaltenango,0.3818,0.8102,0.6712,1,0,0,0,0,0,0.2349,0,0,0,0,0.6231,0
909,6,0.2667,0.25,81.4649,1,0.2091,222,0,0.1874,0,0,0.4302,0.3056,0.1461,1,0.058,0,0.5536,0.2453,San Juan Ostuncalco,0.0051,0.125,0.1484,0.8,Quetzaltenango,0.3947,0.6333,0.0243,1,0.0714,0,0,0,1,0.3056,0.1,0,0,0,0.1504,0.0974
910,2,0,0.35,51.4949,0.8864,0.3691,272,0,0.0454,0,0,0.3563,0.2565,0.0488,1,0.0458,0,0.3179,0.2955,San Mateo,0,0,0,0.55,Quetzaltenango,0.3928,0.7991,0,1,0,0,0,0,0,0.2565,0.309,1,0,0,0,0.103
911,3,0.5889,0.5,89.6187,0.8824,0.4733,91,0,0.1152,0,1,0.5327,0.4255,0.1796,1,0.2052,0.7857,0.4643,0.4167,Concepcion Chiquirichapa,0.0242,0.25,0.6202,0.45,Quetzaltenango,0.3342,0.4132,0.5351,1,0.3379,11,0,0.5238,0.6667,0.4255,0,0,8,0.5,0.2772,0.1282
912,2,0,0,34.9976,1,0.2706,276,0,0.0596,0,0,0.5623,0.2512,0.154,1,0.0799,0,0.1429,0.7529,San Martin Sacatepequez,0,0,0,0.6,Quetzaltenango,0.3789,0.7305,0.8556,1,0,0,0.4583,0,0,0.2512,0,0,0,0,0.0301,0.1528
913,4,0,0.725,117.8752,0.8684,0.4349,174,0,0.1406,0,0,0.3675,0.3466,0.3695,0,0.3002,0,0.6482,0.258,Almolonga,0,0.125,0,0.55,Quetzaltenango,0.3063,0.4668,0.3362,0.7804,0,0,0.375,0,0,0.3466,0.4,1,0,0.3667,0.3653,0.3224
914,3,0.2444,0.75,23.3268,0,0.4517,122,0,0.0535,0,0,0.1833,0.3902,0,1,0.3986,0.9231,0.5893,0.5419,Cantel,0,0.125,0.5467,0.35,Quetzaltenango,0.3254,0.6679,0,0.8147,0.2753,12,0.5417,0,0.3333,0.3902,0,1,7,0.3667,0,0.2447
915,2,0.2889,0.175,36.4044,0.4211,0.0934,258,0,0.0497,0,0,0.2801,0.2681,0.0908,1,0.3971,0.4545,0.2304,0.3669,Huitan,0.2052,0.4,0.3688,0.1,Quetzaltenango,0.4309,0.75,0,1,0.5455,5,0,0,0.6667,0.2681,0,0,5,0,0,0.2051
916,1,0.0444,0.5,109.7777,0.9032,0.182,147,0,0.106,0,0,0.6038,0.3626,0.2676,1,0.182,1,0.3214,0.81,Zunil,0.0025,0,0.4228,0.1,Quetzaltenango,0.3865,0.6705,0.599,1,0.5638,7,0.375,0.9524,0,0.3626,0.4029,0,5,0,0.4764,0.2593
917,3,0,0.25,49.1995,0.6,0.05,277,0,0.1195,0,0,0.4798,0.251,0.0335,1,0.0818,0,0.3393,0.15,Colomba,0.2373,0.1327,0,0.1,Quetzaltenango,0.4317,0.6503,0.6748,0.9846,0,0,0.1667,0,0,0.251,0.2441,0,0,0,0.3028,0.2049
918,4,0,0.675,50.3766,0,0.5843,244,0,0.0297,0,1,0,0.285,0,0,0.0553,0,0.6232,0.5216,San Francisco La Union,0,0.125,0,0.4,Quetzaltenango,0.3551,0.7875,0,0.8419,0,0,0.25,0,0,0.285,0,1,0,0,0,0.1474
919,4,0.1444,0.675,42.3265,1,0.57,92,0,0.0935,0,1,0.598,0.4235,0.068,1,0.3395,1,0.6232,1,El Palmar,0.0656,0.1562,0.2916,0.85,Quetzaltenango,0.2614,0.5537,1,0.4787,0.4028,2,0.25,1,0,0.4235,0.1,0,7,0,0.182,0.1968
920,5,0,0.5,161.6412,0.2034,0.4212,202,0,0.4187,0,0,0.4407,0.324,0.1077,1,0.1079,0,0.6071,0.5059,Coatepeque,0.116,0,0,0.6,Quetzaltenango,0.2292,0.2476,0.5415,0.1319,0,0,0.25,0,0,0.324,0.4869,1,0,0,0.5326,0.2456
921,2,0,0.425,39.2942,1,0.1813,302,0,0.1007,0,0,0.4322,0.2229,0.1115,0,0.0528,0,0.3554,0.2065,Genova,0.0632,0,0,0.7,Quetzaltenango,0.2711,0.4967,1,0.588,0,0,0.2917,0,0,0.2229,0,0,0,0,0.2266,0.0972
922,2,0,0.275,25.7602,0.7,0.1483,280,0,0.0572,0,0,0.528,0.2467,0.2642,1,0.1201,0,0.2804,0.4914,Flores Costa Cuca,0,0,0,0.25,Quetzaltenango,0.3068,0.6771,0.6008,0.7041,0,0,0.25,0,0,0.2467,0.4,0,0,0,0.2687,0.2166
923,3,0,0.5,90.287,0.5075,0.1713,180,0,0.1278,0,0,0.5093,0.3395,0.1871,1,0.1248,1,0.4643,0.3063,La Esperanza,0.0185,0,0.33,0.55,Quetzaltenango,0.3932,0.6867,0.7297,0.982,0.5733,5,0,0.7,0,0.3395,0.5062,0,3,0,0.3211,0.1687
924,5,0.1333,0.225,172.436,0.7937,0.4843,44,0,0.1096,0,0,0.5365,0.4924,0.2682,1,0.4427,0.9167,0.4696,0.4715,Palestina de los Altos,0.0276,0.2411,0.6654,0.95,Quetzaltenango,0.3593,0.4823,0.779,1,0.2546,12,0,0,1,0.4924,0.9467,1,12,0,0.0383,0.4391
